0;3;4.08333;3.16667;1.25
1;3;4.08333;3.16667;1.25
2;3;4.08333;3.16667;1.25
3;3;4.08333;3.16667;1.25
4;3;4.08333;3.16667;1.25
5;3;4.08333;3.16667;1.25
6;3;4.08333;3.16667;1.25
7;3;4.08333;3.16667;1.25
8;3;4.08333;3.16667;1.25
9;3;4.08333;3.16667;1.25
10;3;4.08333;3.16667;1.25
11;3;4.08333;3.16667;1.25
12;3;4.08333;3.16667;1.25
13;3;4.08333;3.16667;1.25
14;3;4.08333;3.16667;1.25
15;3;4.08333;3.16667;1.25
16;3;4.08333;3.16667;1.25
17;3;4.08333;3.16667;1.25
18;3;4.08333;3.16667;1.25
19;3;4.08333;3.16667;1.25
20;3;4.08333;3.16667;1.25
21;3;4.08333;3.16667;1.25
22;3;4.08333;3.16667;1.25
23;3;4.08333;3.16667;1.25
24;3;4.08333;3.16667;1.25
25;3;4.08333;3.16667;1.25
26;3;4.08333;3.16667;1.25
27;3;4.08333;3.16667;1.25
28;3;4.08333;3.16667;1.25
29;3;4.08333;4.16667;1.25
30;3;4.08333;4.16667;1.25
31;3;4.08333;4.16667;1.25
32;3;4.08333;4.16667;1.25
33;3;4.08333;4.16667;1.25
34;3;4.08333;4.16667;1.25
35;3;4.08333;4.16667;1.25
36;3;4.08333;4.16667;1.25
37;3;4.08333;4.16667;1.25
38;3;4.08333;4.16667;1.25
39;3;4.08333;4.16667;1.25
40;3;4.08333;4.16667;1.25
41;3;4.08333;4.16667;1.25
42;3;4.08333;4.16667;1.25
43;3;4.08333;4.16667;1.25
44;3;4.08333;4.16667;1.25
45;3;4.08333;4.16667;1.25
46;3;4.08333;4.16667;1.25
47;3;4.08333;4.16667;1.25
48;3;4.08333;4.16667;1.25
49;3;4.08333;4.16667;1.25
50;3;4.08333;4.16667;1.25
51;3;4.08333;4.16667;1.25
52;3;4.08333;4.16667;1.25
53;3;4.08333;4.16667;1.25
54;3;4.08333;4.16667;1.25
55;3;4.08333;4.16667;1.25
56;3;4.08333;4.16667;1.25
57;3;4.08333;4.16667;1.25
58;3;4.08333;4.16667;1.25
59;3;4.08333;4.16667;1.25
60;3;4.08333;4.16667;1.25
61;3;4.08333;4.16667;1.25
62;3;4.08333;4.16667;1.25
63;3;4.08333;4.16667;1.25
64;3;4.08333;4.16667;1.25
65;3;4.08333;4.16667;1.25
66;3;4.08333;4.16667;1.25
67;3;4.08333;4.16667;1.25
68;3;4.08333;4.16667;1.25
69;3;4.08333;4.16667;1.25
70;3;4.08333;4.16667;1.25
71;3;4.08333;4.16667;1.25
72;3;4.08333;4.16667;1.25
73;3;4.08333;4.16667;1.25
74;3;4.08333;4.16667;1.25
75;3;4.08333;4.16667;1.25
76;3;4.08333;4.16667;1.25
77;3;4.08333;4.16667;1.25
78;3;4.08333;4.16667;1.25
79;3;4.08333;4.16667;1.25
80;3;4.08333;4.16667;1.25
81;3;4.08333;4.16667;1.25
82;3;4.08333;4.16667;1.25
83;3;4.08333;4.16667;1.25
84;3;4.08333;4.16667;1.25
85;3;4.08333;4.16667;1.25
86;3;4.08333;4.16667;1.25
87;3;4.08333;4.16667;1.25
88;3;4.08333;4.16667;1.25
89;3;4.08333;4.16667;1.25
90;3;4.08333;4.16667;1.25
91;3;4.08333;4.16667;1.25
92;3;4.08333;4.16667;1.25
93;3;4.08333;4.16667;1.25
94;3;4.08333;4.16667;1.25
95;3;4.08333;4.16667;1.25
96;3;4.08333;4.16667;1.25
97;3;4.08333;4.16667;1.25
98;3;4.08333;4.16667;1.25
99;3;4.08333;4.16667;1.25
100;3;4.08333;4.16667;1.25
101;3;4.08333;4.16667;1.25
102;3;4.08333;4.16667;1.25
103;3;4.08333;4.16667;1.25
104;3;4.08333;4.16667;1.25
105;3;4.08333;4.16667;1.25
106;3;4.08333;4.16667;1.25
107;3;4.08333;4.16667;1.25
108;3;4.08333;4.16667;1.25
109;3;4.08333;4.16667;1.25
110;3;4.08333;4.16667;1.25
111;3;4.08333;4.16667;1.25
112;3;4.08333;4.16667;1.25
113;3;4.08333;4.16667;1.25
114;3;4.08333;4.16667;1.25
115;3;4.08333;4.16667;1.25
116;3;4.08333;4.16667;1.25
117;3;4.08333;4.16667;1.25
118;3;4.08333;4.16667;1.25
119;3;4.08333;4.16667;1.25
120;3;4.08333;4.16667;1.25
121;3;4.08333;4.16667;1.25
122;3;4.08333;4.16667;1.25
123;3;4.08333;4.16667;1.25
124;3;4.08333;4.16667;1.25
125;3;4.08333;4.16667;1.25
126;3;4.08333;4.16667;1.25
127;3;4.08333;4.16667;1.25
128;3;4.08333;4.16667;1.25
129;3;4.08333;4.16667;1.25
130;3;4.08333;4.16667;1.25
131;3;4.08333;4.16667;1.25
132;3;4.08333;4.16667;1.25
133;3;4.08333;4.16667;1.25
134;3;4.08333;4.16667;1.25
135;3;4.08333;4.16667;1.25
136;3;4.08333;4.16667;1.25
137;3;4.08333;4.16667;1.25
138;3;4.08333;4.16667;1.25
139;3;4.08333;4.16667;1.25
140;3;4.08333;4.16667;1.25
141;3;4.08333;4.16667;1.25
142;3;4.08333;4.16667;1.25
143;3;4.08333;4.16667;1.25
144;3;4.08333;4.16667;1.25
145;3;4.08333;4.16667;1.25
146;3;4.08333;4.16667;1.25
147;3;4.08333;4.16667;1.25
148;3;4.08333;4.16667;1.25
149;3;4.08333;4.16667;1.25
150;3;4.08333;4.16667;1.25
151;3;4.08333;4.16667;1.25
152;3;4.08333;4.16667;1.25
153;3;4.08333;4.16667;1.25
154;3;4.08333;4.16667;1.25
155;3;4.08333;4.16667;1.25
156;3;4.08333;4.16667;1.25
157;3;4.08333;4.16667;1.25
158;3;4.08333;4.16667;1.25
159;3;4.08333;4.16667;1.25
160;3;4.08333;4.16667;1.25
161;3;4.08333;4.16667;1.25
162;3;4.08333;4.16667;1.25
163;3;4.08333;4.16667;1.25
164;3;4.08333;4.16667;1.25
165;3;4.08333;4.16667;1.25
166;3;4.08333;4.16667;1.25
167;3;4.08333;4.16667;1.25
168;3;4.08333;4.16667;1.25
169;3;4.08333;4.16667;1.25
170;3;4.08333;4.16667;1.25
171;3;4.08333;4.16667;1.25
172;3;4.08333;4.16667;1.25
173;3;4.08333;4.16667;1.25
174;3;4.08333;4.16667;1.25
175;3;4.08333;4.16667;1.25
176;3;4.08333;4.16667;1.25
177;3;4.08333;4.16667;1.25
178;3;4.08333;4.16667;1.25
179;3;4.08333;4.16667;1.25
180;3;4.08333;4.16667;1.25
181;3;4.08333;4.16667;1.25
182;3;5.08333;4.16667;1.25
