0;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
1;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
2;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
3;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
4;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
5;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
6;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
7;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
8;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
9;6;6.01316;5.02632;5.03947;5.05263;5.06579;5.07895;5.09211;5.10526;5.11842;5.13158;5.14474;5.15789;5.17105;5.18421;5.19737;5.21053;5.22368;5.23684;5.25
