0;10;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;9.19444;9.22222;10.25
1;10;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;9.22222;9.25
2;10;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;9.22222;9.25
3;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;9.25
4;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;9.25
5;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;9.25
6;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;8.25
7;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;8.25
8;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;8.25
9;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;8.25
10;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;8.25
11;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;8.25
12;11;10.0278;11.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;8.25
13;11;10.0278;12.0556;10.0833;9.11111;8.13889;8.16667;8.19444;8.22222;8.25
14;11;10.0278;12.0556;10.0833;9.11111;9.13889;8.16667;8.19444;8.22222;8.25
15;11;10.0278;12.0556;10.0833;9.11111;9.13889;8.16667;8.19444;8.22222;8.25
16;11;10.0278;12.0556;10.0833;9.11111;9.13889;8.16667;8.19444;8.22222;8.25
17;11;10.0278;12.0556;10.0833;9.11111;9.13889;8.16667;8.19444;8.22222;8.25
18;11;10.0278;12.0556;10.0833;9.11111;9.13889;8.16667;8.19444;8.22222;8.25
19;11;10.0278;12.0556;10.0833;9.11111;9.13889;8.16667;8.19444;8.22222;8.25
20;11;10.0278;12.0556;10.0833;10.1111;9.13889;8.16667;8.19444;8.22222;8.25
21;11;10.0278;12.0556;11.0833;10.1111;9.13889;8.16667;8.19444;8.22222;8.25
22;11;10.0278;12.0556;11.0833;10.1111;9.13889;9.16667;8.19444;8.22222;8.25
23;11;10.0278;12.0556;11.0833;10.1111;9.13889;9.16667;8.19444;8.22222;8.25
24;11;10.0278;12.0556;11.0833;10.1111;9.13889;9.16667;8.19444;8.22222;8.25
25;11;10.0278;12.0556;11.0833;10.1111;9.13889;9.16667;8.19444;8.22222;8.25
26;12;10.0278;12.0556;11.0833;10.1111;9.13889;9.16667;8.19444;8.22222;8.25
27;12;10.0278;12.0556;11.0833;10.1111;9.13889;9.16667;8.19444;8.22222;8.25
28;12;10.0278;13.0556;11.0833;10.1111;9.13889;9.16667;9.19444;8.22222;8.25
29;12;10.0278;13.0556;11.0833;10.1111;9.13889;9.16667;9.19444;8.22222;8.25
30;12;10.0278;13.0556;11.0833;10.1111;9.13889;9.16667;9.19444;8.22222;8.25
31;12;10.0278;13.0556;11.0833;10.1111;10.1389;9.16667;9.19444;8.22222;8.25
32;12;10.0278;13.0556;11.0833;10.1111;10.1389;9.16667;9.19444;9.22222;8.25
33;12;10.0278;13.0556;11.0833;10.1111;10.1389;9.16667;9.19444;9.22222;8.25
34;12;10.0278;13.0556;11.0833;10.1111;10.1389;9.16667;9.19444;9.22222;8.25
35;12;10.0278;13.0556;12.0833;11.1111;10.1389;9.16667;9.19444;9.22222;8.25
36;12;10.0278;13.0556;12.0833;11.1111;10.1389;9.16667;9.19444;9.22222;8.25
37;12;10.0278;13.0556;12.0833;11.1111;10.1389;9.16667;9.19444;9.22222;9.25
38;12;10.0278;13.0556;12.0833;11.1111;10.1389;10.1667;9.19444;9.22222;9.25
39;12;10.0278;13.0556;12.0833;11.1111;10.1389;10.1667;9.19444;9.22222;9.25
40;12;10.0278;13.0556;12.0833;11.1111;10.1389;10.1667;9.19444;9.22222;9.25
41;12;10.0278;13.0556;12.0833;11.1111;10.1389;10.1667;9.19444;9.22222;9.25
42;12;10.0278;14.0556;12.0833;11.1111;10.1389;10.1667;9.19444;9.22222;9.25
43;12;10.0278;14.0556;12.0833;11.1111;10.1389;10.1667;9.19444;9.22222;9.25
44;12;10.0278;14.0556;12.0833;11.1111;10.1389;10.1667;10.1944;9.22222;9.25
45;12;11.0278;14.0556;12.0833;11.1111;11.1389;10.1667;10.1944;9.22222;9.25
46;12;11.0278;14.0556;12.0833;11.1111;11.1389;10.1667;10.1944;9.22222;9.25
47;12;11.0278;14.0556;12.0833;11.1111;11.1389;10.1667;10.1944;9.22222;9.25
48;12;11.0278;14.0556;12.0833;11.1111;11.1389;10.1667;10.1944;9.22222;9.25
49;13;11.0278;14.0556;13.0833;12.1111;11.1389;10.1667;10.1944;10.2222;9.25
50;13;11.0278;14.0556;13.0833;12.1111;11.1389;10.1667;10.1944;10.2222;9.25
51;13;11.0278;14.0556;13.0833;12.1111;11.1389;10.1667;10.1944;10.2222;9.25
52;13;11.0278;14.0556;13.0833;12.1111;11.1389;11.1667;10.1944;10.2222;9.25
