0;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
1;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
2;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
3;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
4;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
5;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
6;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
7;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
8;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
9;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
10;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
11;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
12;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
13;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
14;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
15;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
16;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
17;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
18;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
19;3;4.0119;1.02381;1.03571;1.04762;1.05952;3.07143;2.08333;1.09524;1.10714;1.11905;1.13095;3.14286;4.15476;1.16667;1.17857;1.19048;1.20238;4.21429;1.22619;1.2381;1.25
