0;10;10.05;11.1;10.15;9.2;8.25
1;10;10.05;11.1;10.15;9.2;8.25
2;10;10.05;11.1;10.15;9.2;8.25
3;11;10.05;11.1;10.15;9.2;8.25
4;11;10.05;11.1;10.15;9.2;8.25
5;11;10.05;11.1;10.15;9.2;8.25
6;11;10.05;11.1;10.15;9.2;8.25
7;11;10.05;11.1;10.15;9.2;8.25
8;11;10.05;11.1;10.15;9.2;8.25
9;11;10.05;11.1;10.15;9.2;8.25
10;11;10.05;11.1;10.15;9.2;8.25
11;11;10.05;11.1;10.15;9.2;8.25
12;11;10.05;11.1;10.15;9.2;8.25
13;11;10.05;12.1;10.15;9.2;8.25
14;11;10.05;12.1;10.15;9.2;9.25
15;11;10.05;12.1;10.15;9.2;9.25
16;11;10.05;12.1;10.15;9.2;9.25
17;11;10.05;12.1;10.15;9.2;9.25
18;11;10.05;12.1;10.15;9.2;9.25
19;11;10.05;12.1;10.15;9.2;9.25
20;11;10.05;12.1;10.15;10.2;9.25
21;11;10.05;12.1;11.15;10.2;9.25
22;11;10.05;12.1;11.15;10.2;9.25
23;11;10.05;12.1;11.15;10.2;9.25
24;11;10.05;12.1;11.15;10.2;9.25
25;11;10.05;12.1;11.15;10.2;9.25
26;12;10.05;12.1;11.15;10.2;9.25
27;12;10.05;12.1;11.15;10.2;9.25
28;12;10.05;13.1;11.15;10.2;9.25
29;12;10.05;13.1;11.15;10.2;9.25
30;12;10.05;13.1;11.15;10.2;9.25
31;12;10.05;13.1;11.15;10.2;10.25
32;12;10.05;13.1;11.15;10.2;10.25
33;12;10.05;13.1;11.15;10.2;10.25
34;12;10.05;13.1;11.15;10.2;10.25
35;12;10.05;13.1;12.15;11.2;10.25
36;12;10.05;13.1;12.15;11.2;10.25
37;12;10.05;13.1;12.15;11.2;10.25
38;12;10.05;13.1;12.15;11.2;10.25
39;12;10.05;13.1;12.15;11.2;10.25
40;12;10.05;13.1;12.15;11.2;10.25
41;12;10.05;13.1;12.15;11.2;10.25
42;12;10.05;14.1;12.15;11.2;10.25
43;12;10.05;14.1;12.15;11.2;10.25
44;12;10.05;14.1;12.15;11.2;10.25
45;12;11.05;14.1;12.15;11.2;11.25
46;12;11.05;14.1;12.15;11.2;11.25
47;12;11.05;14.1;12.15;11.2;11.25
48;12;11.05;14.1;12.15;11.2;11.25
49;13;11.05;14.1;13.15;12.2;11.25
50;13;11.05;14.1;13.15;12.2;11.25
51;13;11.05;14.1;13.15;12.2;11.25
52;13;11.05;14.1;13.15;12.2;11.25
53;13;11.05;14.1;13.15;12.2;11.25
54;13;11.05;14.1;13.15;12.2;11.25
55;13;11.05;15.1;13.15;12.2;11.25
56;13;11.05;15.1;13.15;12.2;11.25
57;13;11.05;15.1;13.15;12.2;11.25
58;13;11.05;15.1;13.15;12.2;11.25
59;13;11.05;15.1;13.15;12.2;12.25
60;13;11.05;15.1;13.15;12.2;12.25
61;13;11.05;15.1;13.15;12.2;12.25
62;13;11.05;15.1;13.15;12.2;12.25
63;13;11.05;15.1;14.15;13.2;12.25
64;13;11.05;15.1;14.15;13.2;12.25
65;13;11.05;15.1;14.15;13.2;12.25
66;13;11.05;15.1;14.15;13.2;12.25
67;13;11.05;15.1;14.15;13.2;12.25
68;13;11.05;15.1;14.15;13.2;12.25
69;13;11.05;16.1;14.15;13.2;12.25
70;13;11.05;16.1;14.15;13.2;12.25
71;13;11.05;16.1;14.15;13.2;12.25
72;14;11.05;16.1;14.15;13.2;12.25
73;14;11.05;16.1;14.15;13.2;13.25
74;14;11.05;16.1;14.15;13.2;13.25
75;14;11.05;16.1;14.15;13.2;13.25
76;14;11.05;16.1;14.15;13.2;13.25
77;14;11.05;16.1;15.15;14.2;13.25
78;14;11.05;16.1;15.15;14.2;13.25
79;14;11.05;16.1;15.15;14.2;13.25
