0,0,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,2,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.397186478521042,1.00036584382331,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.60318,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,0.000650047,
2,3,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.391138226856806,0.919891250259664,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.528754,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,0.00121098,
3,4,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.38308933414453,0.850712309661097,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.467623,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,0.00147292,
4,5,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.373928459811004,0.790690276307997,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.416762,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,0.00157539,
5,6,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.364237095680308,0.738178092373986,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.373941,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,0.00159152,
6,7,0.354332215487938,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.354332215487937,0.691891436278101,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.33756,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,0.00156137,
7,8,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.344431234850285,0.650816839295676,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.306386,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,0.00150812,
8,9,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.334626895205676,0.61414360393913,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.279517,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,0.00144228,
9,10,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.324970387672061,0.581218544460099,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.256249,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,0.0013715,
