0,0,0.99,1.01,0.99,1.01,-0,0.0001,-0,0.0001,0.99,1.01,-0,0.0001,-0,0.0001,-0,0.0001,0.02,0.02,0.0001,0.0001,0.02,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,
0,0.05,0.977233105283273,1.01001119893558,0.977233105283273,1.01001119893558,-0.00001119893558,0.012866894716727,-0.00001119893558,0.012866894716727,0.98991557479796,1.01000791691063,-0.000016246794065,0.012874811627356,-0.00000791691063,0.00018442520204,-0.00000791691063,0.00018442520204,0.0327781,0.0327781,0.0128781,0.0128781,0.0200923,0.0128911,0.000192342,0.000192342,2.80937e-05,2.80937e-05,2.80937e-05,2.80937e-05,1.29585e-05,4.10522e-05,1.29585e-05,1.29585e-05,
0.05,0.1,0.965188643093523,0.997678758856647,0.965188643093523,0.997678758856647,0.012071241143353,0.025161356906476,0.012071241143353,0.025161356906476,0.989675793122687,1.009937880636972,0.011982760243965,0.024943053025706,0.000062106863029,0.000424219377312,0.000062106863029,0.000424219377312,0.0324901,0.0324901,0.0130901,0.0130901,0.0202621,0.0129603,0.000362113,0.000362113,5.61347e-05,5.61347e-05,5.61347e-05,5.61347e-05,2.63615e-05,8.24962e-05,2.63615e-05,2.63615e-05,
0.1,0.15,0.953434119745296,0.985647117112173,0.953434119745296,0.985647117112173,0.023861795536173,0.037156967606359,0.023861795536173,0.037156967606359,0.989289587834594,1.009719156099804,0.023541261117685,0.036565865931578,0.000277749742064,0.000813506323537,0.000277749742064,0.000813506323537,0.032213,0.032213,0.0132952,0.0132952,0.0204296,0.0130246,0.000535757,0.000535757,8.34279e-05,8.34279e-05,8.41216e-05,8.41216e-05,4.02016e-05,0.000123301,4.02056e-05,4.02056e-05,
0.15,0.2,0.941959192330703,0.973905402710907,0.941959192330703,0.973905402710907,0.035370901091387,0.048864503867004,0.035370901091387,0.048864503867004,0.988762533604841,1.009357291236911,0.034675246312108,0.047759607257954,0.000633612003368,0.001346563154879,0.000633612003368,0.001346563154879,0.0319462,0.0319462,0.0134936,0.0134936,0.0205948,0.0130844,0.000712951,0.000712951,0.000110007,0.000110007,0.000112053,0.000112053,5.44672e-05,0.000163477,5.44871e-05,5.44871e-05,
0.2,0.25,0.930754003951009,0.962443262260148,0.930754003951009,0.962443262260148,0.046608503233566,0.060294230555277,0.046608503233566,0.060294230555277,0.988100057397555,1.008857697089349,0.045400071836745,0.058539973764759,0.001124426014247,0.002017819498849,0.001124426014247,0.002017819498849,0.0316893,0.0316893,0.0136857,0.0136857,0.0207576,0.0131399,0.000893393,0.000893393,0.000135903,0.000135903,0.000139927,0.000139927,6.91467e-05,0.000203037,6.92022e-05,6.92022e-05,
0.25,0.3,0.919809155510855,0.951250829523402,0.919809155510855,0.951250829523402,0.057584084534767,0.071455930430975,0.057584084534767,0.071455930430975,0.987307439521559,1.008225642305967,0.055730488536481,0.06892203320257,0.001745061759059,0.002821856413415,0.001745061759059,0.002821856413415,0.0314417,0.0314417,0.0138718,0.0138718,0.0209182,0.0131915,0.00107679,0.00107679,0.000161146,0.000161146,0.000167742,0.000167742,8.42281e-05,0.00024199,8.43469e-05,8.43469e-05,
0.3,0.35,0.909115679453581,0.940318697101552,0.909115679453581,0.940318697101552,0.068306691316564,0.082358932128303,0.068306691316564,0.082358932128303,0.986389814922746,1.007466254150996,0.065680669687813,0.078920253600731,0.002490525874991,0.003753405051266,0.002490525874991,0.003753405051266,0.031203,0.031203,0.0140522,0.0140522,0.0210764,0.0132396,0.00126288,0.00126288,0.000185765,0.000185765,0.000195497,0.000195497,9.96996e-05,0.000280349,9.99169e-05,9.99169e-05,
0.35,0.4,0.898665015283619,0.929637890066716,0.898665015283619,0.929637890066716,0.078784958439174,0.09301213621049,0.078784958439174,0.09301213621049,0.985352174693075,1.006584519740587,0.075264237012632,0.088548530844287,0.003355960469722,0.004807345096615,0.003355960469722,0.004807345096615,0.0309729,0.0309729,0.0142272,0.0142272,0.0212323,0.0132843,0.00145138,0.00145138,0.000209785,0.000209785,0.000223192,0.000223192,0.000115549,0.000318125,0.000115908,0.000115908,
0.4,0.45,0.888448986735752,0.919199841393493,0.888448986735752,0.919199841393493,0.089027132420129,0.103424039450627,0.089027132420129,0.103424039450627,0.984199367773588,1.005585287485552,0.084494285229138,0.097820214670299,0.004336641742459,0.0059787029984,0.004336641742459,0.0059787029984,0.0307509,0.0307509,0.0143969,0.0143969,0.0213859,0.0133259,0.00164206,0.00164206,0.000233231,0.000233231,0.000250825,0.000250825,0.000131765,0.000355328,0.000132316,0.000132316,
0.45,0.5,0.878459780463419,0.90899636904626,0.878459780463419,0.90899636904626,0.099041093012285,0.113602757478035,0.099041093012285,0.113602757478035,0.982936102830251,1.004473268718935,0.093383405248148,0.106748133201723,0.00542797842855,0.007262650022264,0.00542797842855,0.007262650022264,0.0305366,0.0305366,0.0145617,0.0145617,0.0215372,0.0133647,0.00183467,0.00183467,0.000256128,0.000256128,0.000278394,0.000278394,0.000148336,0.000391971,0.000149136,0.000149136,
