0,0,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1.5,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.749767275395674,1.000278509247443,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.250511,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,0.000511234,
1.5,3,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.66716129351766,0.882343217472768,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.215182,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,0.000943311,
3,4.5,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.599187896695531,0.790511531399241,0.599187899814952,0.790511528279819,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.191324,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,0.00115954,0.00115953,
4.5,6,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.542495776806323,0.717001656730187,0.54249577772873,0.717001655807806,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.174506,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,0.00128447,0.00128446,
6,7.5,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.494599116748808,0.656839342459027,0.494599108053263,0.656839351154713,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.16224,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,0.00136562,0.00136563,
7.5,9,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.453654107222467,0.606699635229007,0.453654081308795,0.606699661142969,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.153046,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,0.00142389,0.00142394,
9,10.5,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.418279969905295,0.564276470570328,0.418279919523275,0.564276520952596,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.145997,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,0.00146944,0.00146954,
10.5,12,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.387429090083449,0.527920540283504,0.38742900841188,0.527920621954657,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.140491,0.140492,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,0.00150759,0.00150775,
12,13.5,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.360295603347255,0.496421155063621,0.360295483935359,0.496421274473181,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.136126,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,0.00154129,0.00154153,
