0,0.1,0.485124418534776,0.990049833751492,0.504925,4.22249e-12,
0.1,0.2,0.480297349916755,0.98019867331032,0.499901,6.29204e-12,
0.2,0.3,0.475518311434,0.970445533553289,0.494927,8.32e-12,
0.3,0.4,0.47078682517868,0.960789439158295,0.490003,1.0307e-11,
0.4,0.5,0.466102417998227,0.951229424507853,0.485127,1.22536e-11,
0.5,0.6,0.461464621448017,0.941764533592531,0.4803,1.41605e-11,
0.6,0.7,0.456872971744532,0.93239381991535,0.475521,1.60284e-11,
0.7,0.8,0.452327009718974,0.923116346397134,0.470789,1.78575e-11,
0.8,0.9,0.447826280771352,0.913931185282801,0.466105,1.96488e-11,
0.9,1,0.443370334825021,0.904837418048584,0.461467,2.14027e-11,
