0,0.05,0.2,0.35,-0.14,0.1,-0.000000000042585,0.0752165172,-0.0000000003,0.0093750003,-0.0000000008,0.0007812508,-0.0000000015,0.0000488296,-0.0000000016,0.0000024431,-0.0000000012,0.0000001029,-0.0000000006,0.0000000043,-0.0000000003,0.0000000003,-0.0000000001,0.0000000001,-0.00000000002796,0.000000000028042,-0.000000000009326,0.000000000009342,-0.00000000000311,0.000000000003113,-0.000000000001037,0.000000000001037,-0.000000000000346,0.000000000000346,-0.000000000000115,0.000000000000115,-0.000000000000039,0.000000000000039,0.15,0.24,0.0752165,0.009375,0.000781252,4.8831e-05,2.44463e-06,1.04125e-07,4.88567e-09,5.88119e-10,1.68007e-10,5.60024e-11,1.86675e-11,6.22253e-12,2.07426e-12,6.91572e-13,2.30762e-13,7.72641e-14,2.89352e-14,2.07926e-16,8.47509e-11,5.62362e-10,1.67912e-09,2.90738e-09,3.22121e-09,2.39934e-09,1.25262e-09,4.93509e-10,1.68007e-10,5.60024e-11,1.86675e-11,6.22253e-12,2.07426e-12,6.91572e-13,2.30762e-13,7.72641e-14,
0.05,0.1,0.247581291,0.3833069037,-0.1673115223,0.0609835396,0.0498089226,0.1376275297,0.0057485956,0.0303335536,0.0004597844,0.0046849424,0.0000280274,0.0005587014,0.0000013736,0.0000541987,0.000000054,0.0000044266,-0.0000000001,0.0000003133,-0.0000000009,0.0000000202,-0.0000000004,0.0000000015,-0.0000000002,0.0000000002,-0.0000000001,0.0000000001,-0.000000000029046,0.000000000029145,-0.000000000011066,0.000000000011073,-0.000000000004151,0.000000000004152,-0.000000000001539,0.000000000001539,-0.000000000000567,0.000000000000567,0.135726,0.228295,0.0878186,0.024585,0.00422516,0.000530674,5.28251e-05,4.37259e-06,3.13488e-07,2.11541e-08,1.95108e-09,4.24989e-10,1.51642e-10,5.81905e-11,2.21388e-11,8.30312e-12,3.07856e-12,1.13332e-12,5.83318e-14,4.16655e-16,1.7901e-10,1.20923e-09,3.70165e-09,6.66116e-09,7.84739e-09,6.46299e-09,3.9693e-09,1.99704e-09,8.9315e-10,3.73201e-10,1.49396e-10,5.81047e-11,2.21359e-11,8.30304e-12,3.07856e-12,1.13332e-12,
0.1,0.15,0.2906346235,0.4134442364,-0.1932910459,0.0238699344,0.0985951269,0.1935982818,0.0211415629,0.0598382465,0.0032495749,0.0134733317,0.0003865175,0.0023758342,0.0000373725,0.0003421411,0.0000030347,0.0000415348,0.0000002082,0.0000043579,0.0000000101,0.0000004043,-0.0000000009,0.0000000346,-0.0000000007,0.0000000032,-0.0000000004,0.0000000005,-0.0000000002,0.0000000002,-0.0000000001,0.0000000001,-0.000000000028121,0.000000000028154,-0.000000000011445,0.000000000011447,-0.000000000004592,0.000000000004592,0.12281,0.217161,0.0950032,0.0386967,0.0102238,0.00198932,0.000304769,3.85001e-05,4.14969e-06,3.94123e-07,3.5464e-08,3.97385e-09,8.83807e-10,3.2778e-10,1.36005e-10,5.62746e-11,2.28913e-11,9.18358e-12,8.85033e-14,6.26724e-16,2.90095e-10,2.00768e-09,6.35384e-09,1.20105e-08,1.52271e-08,1.39741e-08,9.96698e-09,6.00101e-09,3.1933e-09,1.56278e-09,7.20388e-10,3.17666e-10,1.35431e-10,5.62447e-11,2.28898e-11,9.18352e-12,
0.15,0.2,0.3295908897,0.4407136228,-0.2180035332,-0.0114336189,0.1456336895,0.243699904,0.0437305284,0.0946028755,0.0096973072,0.0275875259,0.0016880774,0.0063537943,0.0002407834,0.0012023068,0.0000290165,0.0001926843,0.0000030154,0.0000267413,0.00000027,0.0000032741,0.000000018,0.0000003611,-0.0000000009,0.0000000377,-0.0000000012,0.0000000045,-0.0000000007,0.0000000009,-0.0000000003,0.0000000003,-0.0000000001,0.0000000001,-0.0000000001,0.0000000001,-0.000000000027033,0.00000000002704,0.111123,0.20657,0.0980662,0.0508723,0.0178902,0.00466572,0.000961523,0.000163668,2.37259e-05,3.00406e-06,3.431e-07,3.86677e-08,5.74469e-09,1.57826e-09,6.41888e-10,2.84022e-10,1.24998e-10,5.40729e-11,1.19773e-13,8.38674e-16,4.26847e-10,3.04196e-09,1.00122e-08,2.00001e-08,2.73826e-08,2.78535e-08,2.26095e-08,1.55478e-08,9.44437e-09,5.23212e-09,2.70486e-09,1.32536e-09,6.22501e-10,2.82646e-10,1.24907e-10,5.40673e-11,
0.2,0.25,0.364839977,0.4653879839,-0.2415107783,-0.0450153975,0.1904505534,0.2886109867,0.0714785858,0.1325785978,0.0203437456,0.0466827284,0.0046073549,0.0131488802,0.0008615606,0.0030664458,0.0001367749,0.0006079216,0.0000188177,0.0001046159,0.0000022707,0.0000158971,0.0000002362,0.0000021678,0.0000000168,0.0000002721,-0.0000000022,0.0000000339,-0.0000000022,0.0000000054,-0.0000000012,0.0000000015,-0.0000000006,0.0000000006,-0.0000000003,0.0000000003,-0.0000000001,0.0000000001,0.100548,0.196495,0.0981604,0.0611,0.026339,0.00854153,0.00220489,0.000471147,8.57982e-05,1.36265e-05,1.93163e-06,2.5529e-07,3.60939e-08,7.52744e-09,2.66199e-09,1.19843e-09,5.61419e-10,2.60287e-10,1.52477e-13,1.05305e-15,6.00337e-10,4.4219e-09,1.51912e-08,3.21386e-08,4.74307e-08,5.29662e-08,4.7831e-08,3.66771e-08,2.48219e-08,1.52517e-08,8.69135e-09,4.66546e-09,2.38651e-09,1.17384e-09,5.59374e-10,2.60127e-10,
0.25,0.3,0.3967346701,0.4877142691,-0.2638715615,-0.0769593735,0.2327584227,0.3289189847,0.1027170738,0.171527973,0.0352027354,0.070064452,0.009724569,0.0231727165,0.0022346934,0.0063878177,0.0004380034,0.0015032399,0.0000746598,0.000307913,0.0000112212,0.000055777,0.0000014897,0.0000090637,0.0000001654,0.0000013448,0.0000000082,0.0000001898,-0.0000000052,0.0000000291,-0.0000000038,0.0000000065,-0.0000000021,0.0000000024,-0.0000000011,0.0000000011,-0.0000000005,0.0000000005,0.0909796,0.186912,0.0961606,0.0688109,0.0348617,0.0134481,0.00415312,0.00106524,0.000233253,4.45558e-05,7.57392e-06,1.17938e-06,1.81619e-07,3.42635e-08,1.03279e-08,4.49871e-09,2.19459e-09,1.07883e-09,1.86969e-13,1.27041e-15,8.24772e-10,6.29397e-09,2.26077e-08,5.06375e-08,8.02112e-08,9.73953e-08,9.62605e-08,8.09981e-08,6.00996e-08,4.03735e-08,2.5051e-08,1.45764e-08,8.04681e-09,4.25364e-09,2.17005e-09,1.07653e-09,
0.3,0.35,0.425594182,0.5079159274,-0.2851417964,-0.1073454235,0.2724076573,0.3651347649,0.1360995325,0.2102874853,0.0539539215,0.0968596173,0.0174531418,0.0365579657,0.004730958,0.0115776496,0.0010988446,0.0031434369,0.0002226674,0.0007449157,0.0000399098,0.0001563883,0.0000063697,0.0000294724,0.0000008889,0.0000050588,0.0000000917,0.0000008126,-0.0000000055,0.0000001324,-0.0000000106,0.0000000271,-0.0000000068,0.0000000088,-0.0000000038,0.000000004,-0.000000002,0.000000002,0.0823217,0.177796,0.0927271,0.074188,0.0429057,0.0191048,0.00684669,0.00204459,0.000522248,0.000116478,2.31027e-05,4.16987e-06,7.20882e-07,1.37868e-07,3.76759e-08,1.55477e-08,7.7471e-09,4.00011e-09,2.23623e-13,1.49131e-15,1.11866e-09,8.85615e-09,3.32706e-08,7.87553e-08,1.33229e-07,1.74307e-07,1.86463e-07,1.70168e-07,1.36869e-07,9.94734e-08,6.65814e-08,4.16531e-08,2.46385e-08,1.39097e-08,7.55529e-09,3.97907e-09,
0.35,0.4,0.4517073481,0.5261951437,-0.3053746698,-0.1362495282,0.3093487718,0.3987403107,0.1705563755,0.2480557185,0.0760826853,0.1263033267,0.0280196415,0.0532198999,0.0087090613,0.0189593673,0.0023301163,0.0058161336,0.0005455897,0.0015616664,0.0001132811,0.0003721809,0.0000210286,0.0000797071,0.0000034683,0.0000155387,0.0000004715,0.0000028156,0.0000000235,0.0000005011,-0.0000000245,0.0000001022,-0.0000000197,0.0000000304,-0.0000000119,0.0000000133,-0.0000000067,0.0000000068,0.0744878,0.169125,0.0893915,0.0774993,0.0502206,0.0252003,0.0102503,0.00348602,0.00101608,0.0002589,5.86784e-05,1.20704e-05,2.34407e-06,4.77566e-07,1.26755e-07,5.00711e-08,2.51843e-08,1.35225e-08,2.62839e-13,1.71632e-15,1.50634e-09,1.23778e-08,4.86058e-08,1.21293e-07,2.18085e-07,3.05137e-07,3.50345e-07,3.43699e-07,2.97092e-07,2.31703e-07,1.66057e-07,1.10939e-07,6.98816e-08,4.18906e-08,2.40875e-08,1.33848e-08,
0.4,0.45,0.4753355179,0.5427348626,-0.3246207742,-0.1637439632,0.3436038999,0.4288690864,0.2052523676,0.2845048652,0.1009793965,0.1574418972,0.0414742279,0.072912857,0.0144777755,0.0287504283,0.0043701704,0.0098049038,0.0011580232,0.0029355366,0.0002727399,0.0007816508,0.0000575839,0.0001872703,0.0000108833,0.0000408522,0.0000017649,0.0000082588,0.0000001786,0.0000016142,-0.0000000454,0.0000003431,-0.0000000524,0.0000000985,-0.000000035,0.0000000417,-0.0000000209,0.0000000218,0.0673993,0.160877,0.0852652,0.0792525,0.0564625,0.0314386,0.0142727,0.00543473,0.00177751,0.000508911,0.000129686,2.99688e-05,6.49382e-06,1.43567e-06,3.88517e-07,1.50947e-07,7.66629e-08,4.26497e-08,3.05044e-13,1.94603e-15,2.02002e-09,1.7227e-08,7.06313e-08,1.85317e-07,3.52592e-07,5.24443e-07,6.42031e-07,6.72407e-07,6.20426e-07,5.15936e-07,3.93587e-07,2.79316e-07,1.86481e-07,1.18213e-07,7.17189e-08,4.19504e-08,
0.45,0.5,0.4967151701,0.5577006191,-0.3429282351,-0.1898974787,0.3752451788,0.4558077516,0.2395480273,0.3191214131,0.1280077427,0.1894994536,0.0577170196,0.0952376886,0.0222708062,0.0410384754,0.0074646201,0.0153633267,0.0022031362,0.0050644304,0.0005792444,0.0014877913,0.0001368102,0.000393817,0.0000290483,0.0000949826,0.0000053913,0.0000212069,0.0000007259,0.0000045414,-0.0000000576,0.0000010264,-0.0000001299,0.0000002962,-0.0000000968,0.0000001235,-0.0000000614,0.0000000655,0.0609854,0.153031,0.0805626,0.0795734,0.0614917,0.0375207,0.0187677,0.00789871,0.00286129,0.000908547,0.000257007,6.59343e-05,1.58155e-05,3.81552e-06,1.08402e-06,4.26178e-07,2.20255e-07,1.26869e-07,3.50702e-13,2.18103e-15,2.70259e-09,2.39093e-08,1.02213e-07,2.8124e-07,5.64052e-07,8.87609e-07,1.15243e-06,1.28137e-06,1.25513e-06,1.10709e-06,8.94614e-07,6.71414e-07,4.73223e-07,3.16129e-07,2.0177e-07,1.23961e-07,
