0,0,0.99,1.01,0.99,1.01,-0,0.0001,-0,0.0001,0,0,0,0,0.02,0.02,0.0001,0.0001,0,0,0,0,0,0,0,0,
0,0.05,0.989998729219037,1.010000024639083,0.989999999999982,1.010000000000016,-0.000000000001393,0.000100000001203,-0.000001270780963,0.000100024639083,-0.000000024640159,0.000001270781848,-0.00000000000122,0.000000000001409,0.0200013,0.02,0.0001,0.000101295,1.29542e-06,2.62903e-12,2.90136e-08,3.32007e-14,2.40053e-12,2.90136e-08,2.90154e-08,2.43372e-12,
0.05,0.1,0.989997490571848,1.010000036531608,0.989999999999929,1.010000000000062,-0.000000000004353,0.000100000003003,-0.000001271928151,0.000098799031607,-0.000000049034537,0.00000252192973,-0.000000000003071,0.00000000000441,0.0200025,0.02,0.0001,0.000100071,2.57096e-06,7.48083e-12,5.80399e-08,1.2802e-13,5.59711e-12,5.80399e-08,5.80443e-08,5.72489e-12,
0.1,0.15,0.989996267097208,1.010000048491486,0.98999999999982,1.01000000000014,-0.000000000008083,0.000100000004811,-0.00000127285514,0.000097588443834,-0.000000073185499,0.000003757593533,-0.000000000005712,0.000000000008944,0.0200038,0.02,0.0001,9.88613e-05,3.83078e-06,1.46566e-11,8.70742e-08,2.94721e-13,9.58016e-12,8.63489e-08,8.70819e-08,9.81335e-12,
0.15,0.2,0.989995058609228,1.010000060515263,0.989999999999637,1.010000000000266,-0.000000000012575,0.000100000006629,-0.000001273567162,0.000096392691652,-0.000000097095405,0.000004977964968,-0.000000000009124,0.000000000014974,0.020005,0.02,0.0001,9.76663e-05,5.07506e-06,2.40979e-11,1.16112e-07,5.42946e-13,1.43402e-11,1.13954e-07,1.16124e-07,1.46797e-11,
0.2,0.25,0.989993864924297,1.010000072599559,0.989999999999362,1.010000000000448,-0.000000000017819,0.000100000008455,-0.000001274069351,0.000095211593207,-0.000000120766592,0.000006183233372,-0.000000000013288,0.000000000022461,0.0200062,0.02,0.0001,9.64857e-05,6.304e-06,3.57489e-11,1.45149e-07,8.82849e-13,1.98679e-11,1.40868e-07,1.45165e-07,2.03051e-11,
0.25,0.3,0.989992685861057,1.010000084741069,0.989999999998975,1.010000000000694,-0.000000000023805,0.00010000001029,-0.00000127436675,0.000094044968876,-0.000000144201378,0.000007373585736,-0.000000000018184,0.000000000031369,0.0200074,0.02,0.0001,9.53193e-05,7.51779e-06,4.95536e-11,1.7418e-07,1.32393e-12,2.6154e-11,1.67103e-07,1.74202e-07,2.66711e-11,
0.3,0.35,0.989991521240369,1.010000096936558,0.98999999999846,1.010000000001015,-0.000000000030525,0.000100000012133,-0.00000127446431,0.000092892641237,-0.000000167402055,0.000008549206737,-0.000000000023795,0.000000000041662,0.0200086,0.02,0.0001,9.41671e-05,8.71661e-06,6.54575e-11,2.03201e-07,1.87557e-12,3.31893e-11,1.92673e-07,2.0323e-07,3.37592e-11,
0.35,0.4,0.989990370885292,1.010000109182863,0.989999999997799,1.01000000000142,-0.000000000037969,0.000100000013985,-0.000001274366891,0.000091754435046,-0.000000190370899,0.00000971027876,-0.000000000030102,0.000000000053305,0.0200097,0.02,0.0001,9.30288e-05,9.90065e-06,8.3407e-11,2.32209e-07,2.54689e-12,4.09649e-11,2.1759e-07,2.32245e-07,4.15516e-11,
0.4,0.45,0.989989234621052,1.010000121476891,0.989999999996976,1.010000000001915,-0.000000000046128,0.000100000015846,-0.000001274079264,0.000090630177207,-0.000000213110159,0.000010856981933,-0.000000000037088,0.000000000066262,0.0200109,0.02,0.0001,9.19043e-05,1.10701e-05,1.03349e-10,2.61199e-07,3.3468e-12,4.94718e-11,2.41865e-07,2.61243e-07,5.00284e-11,
0.45,0.5,0.989988112275019,1.010000133815616,0.989999999995973,1.010000000002512,-0.000000000054995,0.000100000017715,-0.000001273606112,0.000089519696747,-0.000000235622068,0.000011989494153,-0.000000000044734,0.000000000080499,0.020012,0.02,0.0001,9.07933e-05,1.22251e-05,1.25234e-10,2.90167e-07,4.28143e-12,5.87012e-11,2.65512e-07,2.90219e-07,5.91739e-11,
0.5,0.55,0.989987003676676,1.010000146196079,0.989999999994776,1.010000000003217,-0.000000000064559,0.000100000019592,-0.000001272952032,0.000088422824789,-0.000000257908835,0.000013107991112,-0.000000000053024,0.000000000095984,0.0200131,0.02,0.0001,8.96958e-05,1.33659e-05,1.49008e-10,3.19109e-07,5.36096e-12,6.86445e-11,2.88541e-07,3.19171e-07,6.89709e-11,
0.55,0.6,0.989985908657598,1.010000158615389,0.989999999993369,1.010000000004039,-0.000000000074812,0.000100000021478,-0.000001272121539,0.000087339394526,-0.000000279972649,0.000014212646327,-0.000000000061941,0.000000000112683,0.0200142,0.02,0.0001,8.86115e-05,1.44926e-05,1.74624e-10,3.48022e-07,6.59373e-12,7.92929e-11,3.10964e-07,3.48094e-07,7.94028e-11,
0.6,0.65,0.989984827051422,1.010000171070718,0.989999999991736,1.010000000004986,-0.000000000085747,0.000100000023373,-0.00000127111906,0.0000862692412,-0.000000301815679,0.000015303631164,-0.000000000071469,0.000000000130564,0.0200153,0.02,0.0001,8.75404e-05,1.56054e-05,2.02032e-10,3.76902e-07,7.98759e-12,9.06381e-11,3.32793e-07,3.76984e-07,9.04532e-11,
