0,0.1,0.489983266,1.0000001615,0.489983266,1.0000001615,0.489983266,1.0000001615,0.489983266,1.0000001615,0.489983266,1.0000001615,0.489983266,1.0000001615,0.510017,0.510017,0.510017,0.510017,0.510017,0.510017,3.19674e-07,3.19674e-07,3.19674e-07,3.19674e-07,3.19674e-07,3.19674e-07,
0.1,0.2,0.4876878083,0.9913215045,0.4876878083,0.9913215045,0.4876878083,0.9913215045,0.4802713475,0.9987379654,0.4802713475,0.9987379654,0.4802713475,0.9987379654,0.503634,0.503634,0.503634,0.518467,0.518467,0.518467,3.18609e-07,3.18609e-07,3.18609e-07,3.18609e-07,3.18609e-07,3.18609e-07,
0.2,0.3,0.4854116917,0.9827832237,0.4854116917,0.9827832237,0.4854116917,0.9827832237,0.4707425661,0.9974523492,0.4707425661,0.9974523492,0.4707425661,0.9974523492,0.497372,0.497372,0.497372,0.52671,0.52671,0.52671,3.17041e-07,3.17041e-07,3.17041e-07,3.17041e-07,3.17041e-07,3.17041e-07,
0.3,0.4,0.4831547385,0.9743820534,0.4831547385,0.9743820534,0.4831547385,0.9743820534,0.4613919563,0.9961448356,0.4613919563,0.9961448356,0.4613919563,0.9961448356,0.491227,0.491227,0.491227,0.534753,0.534753,0.534753,3.15427e-07,3.15427e-07,3.15427e-07,3.15427e-07,3.15427e-07,3.15427e-07,
0.4,0.5,0.4809167704,0.9661148265,0.4809167704,0.9661148265,0.4809167704,0.9661148265,0.4522147253,0.9948168717,0.4522147253,0.9948168717,0.4522147253,0.9948168717,0.485198,0.485198,0.485198,0.542602,0.542602,0.542602,3.14141e-07,3.14141e-07,3.14141e-07,3.14141e-07,3.14141e-07,3.14141e-07,
0.5,0.6,0.478697609,0.9579784703,0.478697609,0.9579784703,0.478697609,0.9579784703,0.4432062463,0.993469833,0.4432062463,0.993469833,0.4432062463,0.993469833,0.479281,0.479281,0.479281,0.550264,0.550264,0.550264,3.13485e-07,3.13485e-07,3.13485e-07,3.13485e-07,3.13485e-07,3.13485e-07,
0.6,0.7,0.4764970753,0.9499700034,0.4764970753,0.9499700034,0.4764970753,0.9499700034,0.4343620513,0.9921050274,0.4343620513,0.9921050274,0.4343620513,0.9921050274,0.473473,0.473473,0.473473,0.557743,0.557743,0.557743,3.13699e-07,3.13699e-07,3.13699e-07,3.13699e-07,3.13699e-07,3.13699e-07,
0.7,0.8,0.4743149903,0.9420865322,0.4743149903,0.9420865322,0.4743149903,0.9420865322,0.4256778244,0.9907236982,0.4256778244,0.9907236982,0.4256778244,0.9907236982,0.467772,0.467772,0.467772,0.565046,0.565046,0.565046,3.14968e-07,3.14968e-07,3.14968e-07,3.14968e-07,3.14968e-07,3.14968e-07,
0.8,0.9,0.4721511753,0.9343252482,0.4721511753,0.9343252482,0.4721511753,0.9343252482,0.4171493957,0.9893270277,0.4171493957,0.9893270277,0.4171493957,0.9893270277,0.462174,0.462174,0.462174,0.572178,0.572178,0.572178,3.17432e-07,3.17432e-07,3.17432e-07,3.17432e-07,3.17432e-07,3.17432e-07,
0.9,1,0.4700054514,0.9266834242,0.4700054514,0.9266834242,0.4700054514,0.9266834242,0.4087727352,0.9879161404,0.4087727352,0.9879161404,0.4087727352,0.9879161404,0.456678,0.456678,0.456678,0.579143,0.579143,0.579143,3.21193e-07,3.21193e-07,3.21193e-07,3.21193e-07,3.21193e-07,3.21193e-07,
1,1.1,0.4678776404,0.9191584123,0.4678776404,0.9191584123,0.4678776404,0.9191584123,0.4005439471,0.9864921056,0.4005439471,0.9864921056,0.4005439471,0.9864921056,0.451281,0.451281,0.451281,0.585948,0.585948,0.585948,3.26317e-07,3.26317e-07,3.26317e-07,3.26317e-07,3.26317e-07,3.26317e-07,
1.1,1.2,0.4657675644,0.9117476402,0.4657675644,0.9117476402,0.4657675644,0.9117476402,0.3924592642,0.9850559404,0.3924592642,0.9850559404,0.3924592642,0.9850559404,0.44598,0.44598,0.44598,0.592597,0.592597,0.592597,3.32841e-07,3.32841e-07,3.32841e-07,3.32841e-07,3.32841e-07,3.32841e-07,
1.2,1.3,0.4636750459,0.9044486094,0.4636750459,0.9044486094,0.4636750459,0.9044486094,0.3845150431,0.9836086122,0.3845150431,0.9836086122,0.3845150431,0.9836086122,0.440774,0.440774,0.440774,0.599094,0.599094,0.599094,3.40782e-07,3.40782e-07,3.40782e-07,3.40782e-07,3.40782e-07,3.40782e-07,
1.3,1.4,0.4615999082,0.8972588921,0.4615999082,0.8972588921,0.4615999082,0.8972588921,0.376707759,0.9821510413,0.376707759,0.9821510413,0.376707759,0.9821510413,0.435659,0.435659,0.435659,0.605443,0.605443,0.605443,3.50353e-07,3.50353e-07,3.50353e-07,3.50353e-07,3.50353e-07,3.50353e-07,
1.4,1.5,0.4595419752,0.890176129,0.4595419752,0.890176129,0.4595419752,0.890176129,0.369034001,0.9806841032,0.369034001,0.9806841032,0.369034001,0.9806841032,0.430634,0.430634,0.430634,0.61165,0.61165,0.61165,3.61568e-07,3.61568e-07,3.61568e-07,3.61568e-07,3.61568e-07,3.61568e-07,
1.5,1.6,0.457501072,0.8831980265,0.457501072,0.8831980265,0.457501072,0.8831980265,0.361490468,0.9792086306,0.361490468,0.9792086306,0.361490468,0.9792086306,0.425697,0.425697,0.425697,0.617718,0.617718,0.617718,3.74077e-07,3.74077e-07,3.74077e-07,3.74077e-07,3.74077e-07,3.74077e-07,
1.6,1.7,0.4554770243,0.8763223551,0.4554770243,0.8763223551,0.4554770243,0.8763223551,0.3540739638,0.9777254156,0.3540739638,0.9777254156,0.3540739638,0.9777254156,0.420845,0.420845,0.420845,0.623651,0.623651,0.623651,3.8784e-07,3.8784e-07,3.8784e-07,3.8784e-07,3.8784e-07,3.8784e-07,
1.7,1.8,0.4534696589,0.8695469468,0.4534696589,0.8695469468,0.4534696589,0.8695469468,0.3467813935,0.9762352121,0.3467813935,0.9762352121,0.3467813935,0.9762352121,0.416077,0.416077,0.416077,0.629454,0.629454,0.629454,4.02809e-07,4.02809e-07,4.02809e-07,4.02809e-07,4.02809e-07,4.02809e-07,
1.8,1.9,0.4514788034,0.8628696932,0.4514788034,0.8628696932,0.4514788034,0.8628696932,0.3396097596,0.9747387371,0.3396097596,0.9747387371,0.3396097596,0.9747387371,0.411391,0.411391,0.411391,0.635129,0.635129,0.635129,4.18927e-07,4.18927e-07,4.18927e-07,4.18927e-07,4.18927e-07,4.18927e-07,
1.9,2,0.4495042869,0.8562885435,0.4495042869,0.8562885435,0.4495042869,0.8562885435,0.3325561577,0.9732366727,0.3325561577,0.9732366727,0.3325561577,0.9732366727,0.406784,0.406784,0.406784,0.640681,0.640681,0.640681,4.36133e-07,4.36133e-07,4.36133e-07,4.36133e-07,4.36133e-07,4.36133e-07,
2,2.1,0.4475459393,0.8498015023,0.4475459393,0.8498015023,0.4475459393,0.8498015023,0.3256177738,0.9717296679,0.3256177738,0.9717296679,0.3256177738,0.9717296679,0.402256,0.402256,0.402256,0.646112,0.646112,0.646112,4.54358e-07,4.54358e-07,4.54358e-07,4.54358e-07,4.54358e-07,4.54358e-07,
2.1,2.2,0.445603592,0.8434066283,0.445603592,0.8434066283,0.445603592,0.8434066283,0.3187918803,0.9702183401,0.3187918803,0.9702183401,0.3187918803,0.9702183401,0.397803,0.397803,0.397803,0.651426,0.651426,0.651426,4.73536e-07,4.73536e-07,4.73536e-07,4.73536e-07,4.73536e-07,4.73536e-07,
2.2,2.3,0.4436770774,0.837102032,0.4436770774,0.837102032,0.4436770774,0.837102032,0.3120758331,0.9687032764,0.3120758331,0.9687032764,0.3120758331,0.9687032764,0.393425,0.393425,0.393425,0.656627,0.656627,0.656627,4.93593e-07,4.93593e-07,4.93593e-07,4.93593e-07,4.93593e-07,4.93593e-07,
2.3,2.4,0.4417662295,0.8308858742,0.4417662295,0.8308858742,0.4417662295,0.8308858742,0.3054670682,0.9671850355,0.3054670682,0.9671850355,0.3054670682,0.9671850355,0.38912,0.38912,0.38912,0.661718,0.661718,0.661718,5.14458e-07,5.14458e-07,5.14458e-07,5.14458e-07,5.14458e-07,5.14458e-07,
