0,0.01,2.9975957506,3.5501247494,3.5760936196,4.1008699857,-0.1008020758,0.2781026888,-0.100882695,0.2752839515,-0.1150212349,0.2674101349,0.552529,0.524776,0.378905,0.376167,0.382431,0.0048085,0.00173997,0.00160415,0.00176539,0.0300425,
0.01,0.02,3.2720353489,3.8311636109,3.2319867602,3.81495676,0.0510350184,0.4517703278,0.0351444792,0.4893722174,-0.0277506778,0.4361891608,0.559128,0.58297,0.400735,0.454228,0.46394,0.0164577,0.00738511,0.00670319,0.00751089,0.091032,
0.02,0.03,3.492384693,4.0600754901,2.8709003733,3.5098829775,0.1955021645,0.6196960836,0.2101401912,0.7408802013,0.0344660459,0.6094409097,0.567691,0.638983,0.424194,0.53074,0.574975,0.037931,0.0198969,0.0177789,0.0202777,0.184257,
0.03,0.04,3.6528807993,4.2357004823,2.4976896249,3.1937018451,0.3278892185,0.7800082346,0.4178227185,1.0265076621,0.0690832346,0.7864141832,0.58282,0.696012,0.452119,0.608685,0.717331,0.0733,0.0430618,0.0378493,0.0439657,0.311424,
0.04,0.05,3.7482155546,4.3586893681,2.1167531317,2.8751533934,0.4433900568,0.931582797,0.650759203,1.3439413818,0.0735527938,0.9668761632,0.610474,0.7584,0.488193,0.693182,0.893323,0.127831,0.0815865,0.0705263,0.0834298,0.474705,
0.05,0.06,3.7631113133,4.4318758454,1.7303436973,2.5638325479,0.5369731508,1.0748897946,0.9001733835,1.6898789747,0.045211168,1.1516475569,0.668765,0.833489,0.537917,0.789706,1.10644,0.208686,0.141681,0.120379,0.145073,0.677002,
0.06,0.07,3.6538331033,4.4600695835,1.3395173973,2.2699048875,0.6035315753,1.2100682304,1.1562234761,2.0610727502,-0.0186260282,1.3417319808,0.806236,0.930387,0.606537,0.904849,1.36036,0.324516,0.230735,0.192728,0.236516,0.921799,
0.07,0.08,3.4662317261,4.4937618204,0.9483106545,2.0044791487,0.6376133906,1.3382902542,1.4068214393,2.4568643747,-0.1208831424,1.5386477677,1.02753,1.05617,0.700677,1.05004,1.65953,0.486655,0.358302,0.29426,0.367603,1.21362,
0.08,0.09,3.1952698224,4.5147431149,0.5556877627,1.7801240106,0.6330650422,1.462696665,1.6332917534,2.8830266652,-0.2650096416,1.7454417085,1.31947,1.22444,0.829632,1.24973,2.01045,0.710611,0.537365,0.433811,0.551682,1.55861,
0.09,0.1,2.8348104848,4.5182691236,0.1598529967,1.60972294,0.5824998899,1.5885479582,1.8264382157,3.3374503374,-0.4640411618,1.9658507371,1.68346,1.44987,1.00605,1.51101,2.42989,1.01366,0.782256,0.621096,0.803495,1.96359,
0.1,0.11,0.2121825624,6.4652538993,-2.1364153189,3.2006199541,-1.3669009177,3.5463715962,0.2912465585,5.7182236992,-1.6311007039,3.1120415565,6.25307,5.33704,4.91327,5.42698,4.74314,0.16643,0.12432,0.100405,0.127649,0.377914,
