0,0.02,-0.2000000001,-0.0234171022,-8.6384,-8.2,-0.2216681454,0.22922252,0.176583,0.4384,0.450891,1.58136e-10,1.10354e-11,2.14201e-09,
0.02,0.04,-0.0394558624,0.1528504146,-8.6719668632,-8.2351908317,-0.1928957557,0.2072102104,0.192306,0.436776,0.400106,3.21901e-10,2.3633e-11,3.95262e-09,
0.04,0.06,0.1220998465,0.3293430461,-8.7022588542,-8.2671521826,-0.1679360669,0.1883445558,0.207243,0.435107,0.356281,4.96987e-10,3.84411e-11,5.59815e-09,
0.06,0.08,0.2845575893,0.5060432572,-8.7292453943,-8.2958672779,-0.146210804,0.1721557934,0.221486,0.433378,0.318367,6.89492e-10,5.61381e-11,7.19629e-09,
0.08,0.1,0.4478141634,0.6829254471,-8.7528978485,-8.3213194279,-0.1272352337,0.1582513476,0.235111,0.431578,0.285487,9.04413e-10,7.74367e-11,8.84297e-09,
0.1,0.12,0.6117716109,0.8599580468,-8.7731894412,-8.3434922065,-0.110602517,0.1463029696,0.248186,0.429697,0.256905,1.14725e-09,1.031e-10,1.06271e-08,
0.12,0.14,0.7763363205,1.0371037586,-8.7900951852,-8.3623696019,-0.095969146,0.1360344768,0.260767,0.427726,0.232004,1.4244e-09,1.33988e-10,1.26284e-08,
0.14,0.16,0.9414182872,1.2143203919,-8.8035918256,-8.3779361463,-0.0830448047,0.1272135203,0.272902,0.425656,0.210258,1.7434e-09,1.71079e-10,1.49253e-08,
0.16,0.18,1.1069304996,1.3915615655,-8.8136577933,-8.3901770267,-0.0715843439,0.1196451439,0.284631,0.423481,0.191229,2.11322e-09,2.15512e-10,1.76051e-08,
0.18,0.2,1.2727884338,1.5687772984,-8.8202731674,-8.3990781801,-0.0613788854,0.1131642071,0.295989,0.421195,0.174543,2.54465e-09,2.68624e-10,2.07698e-08,
