0,1,0.5,1,0.5,0,
1,2,0.399999883527958,1.000000122153861,0.6,2.38626e-07,
2,3,0.361934708364925,0.904837683191488,0.542903,4.81077e-07,
3,4,0.327491900810902,0.818731160280298,0.491239,7.29936e-07,
4,5,0.296326745182409,0.740818770902258,0.444492,9.8787e-07,
5,6,0.268127329666746,0.670320742152109,0.402193,1.25766e-06,
6,7,0.242611424598989,0.606531506512862,0.36392,1.54221e-06,
7,8,0.219523656908932,0.548812641202687,0.329289,1.84641e-06,
8,9,0.198632956864022,0.496586476022815,0.297954,2.17197e-06,
9,10,0.17973024292451,0.449330314361313,0.2696,2.52243e-06,
10,11,0.1626263299904,0.406571201064517,0.243945,2.90163e-06,
11,12,0.147150035969316,0.367881188947003,0.220731,3.31374e-06,
12,13,0.133146468524529,0.332873055756424,0.199727,3.7633e-06,
13,14,0.120475474856298,0.301196428727206,0.180721,4.25525e-06,
14,15,0.109010239001368,0.272534277936354,0.163524,4.79503e-06,
15,16,0.098636012611892,0.246599743365771,0.147964,5.3886e-06,
16,17,0.08924896651093,0.223133263915278,0.133884,6.04252e-06,
17,18,0.080755151530465,0.20189997963261,0.121145,6.76405e-06,
18,19,0.073069558231595,0.182687381161058,0.109618,7.56116e-06,
19,20,0.066115266096222,0.165303182879714,0.0991879,8.44269e-06,
20,21,0.059822673674991,0.149573398450032,0.0897507,9.41842e-06,
21,22,0.054128801986496,0.135340599508204,0.0812118,1.04992e-05,
22,23,0.048976664195847,0.122462340075818,0.0734857,1.16969e-05,
23,24,0.044314695264086,0.110809730919848,0.066495,1.3025e-05,
24,25,0.040096235860087,0.100266149593762,0.0601699,1.44981e-05,
25,26,0.036279065369684,0.09072607324951,0.054447,1.61326e-05,
26,27,0.032824970408949,0.082094031458175,0.0492691,1.79645e-05,
27,28,0.02969938822633,0.074283624854877,0.0445842,1.99981e-05,
28,29,0.02687103579425,0.067216685418138,0.0403456,2.22559e-05,
29,30,0.024311604739982,0.060822486115981,0.0365109,2.4763e-05,
30,31,0.021995478011847,0.055037033060121,0.0330416,2.75473e-05,
31,32,0.019899473479567,0.049802425049219,0.029903,3.06397e-05,
32,33,0.018002611902464,0.045066274091466,0.0270637,3.40745e-05,
33,34,0.016285906943047,0.040781181107082,0.0244953,3.78899e-05,
34,35,0.014732175124178,0.036904261563588,0.0221721,4.21283e-05,
35,36,0.013325863827562,0.033396716296504,0.0200709,4.68367e-05,
36,37,0.012052895611844,0.030223443220341,0.0181705,5.20674e-05,
37,38,0.010900527291923,0.027352686044072,0.0164522,5.78786e-05,
38,39,0.009857222368765,0.024755716475604,0.0148985,6.43348e-05,
39,40,0.008912535532602,0.022406546735031,0.013494,7.15078e-05,
40,41,0.008057008083183,0.020281669499773,0.0122247,7.94771e-05,
41,42,0.00728207321998,0.01835982267935,0.0110777,8.83314e-05,
42,43,0.006579970253961,0.016621776666039,0.0100418,9.81689e-05,
43,44,0.005943666881797,0.015050141932718,0.00910648,0.000109099,
44,45,0.005366788743995,0.013629195052843,0.00826241,0.000121243,
45,46,0.004843555561279,0.012344721402008,0.00750117,0.000134736,
46,47,0.004368723209312,0.011183872967506,0.00681515,0.000149728,
47,48,0.003937448637541,0.010135122356974,0.00619767,0.00016655,
48,49,0.003545481347276,0.009187907480463,0.00564243,0.00018524,
49,50,0.003188888286503,0.008332758405159,0.00514387,0.000206003,
