0,0,3.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.01,3.098960915906797,3.425773384093203,0,0,0,0,0,0,0,0,0.326812,0,0,0,0,0.00207817,0,0,0,0,
0.01,0.02,3.398721641844034,3.679768152993688,0,0,0,0,0,0,0,0,0.281047,0,0,0,0,0.00458955,0,0,0,0,
0.02,0.03,3.647622479639138,3.878831586812657,0,0,0,0,0,0,0,0,0.231209,0,0,0,0,0.00756058,0,0,0,0,
0.03,0.04,3.841619025794071,4.020090433122438,0,0,0,0,0,0,0,0,0.178471,0,0,0,0,0.0110852,0,0,0,0,
0.04,0.05,3.977764525197195,4.101828243236472,0,0,0,0,0,0,0,0,0.124064,0,0,0,0,0.0152684,0,0,0,0,
0.05,0.06,4.054245980469143,4.123501177517656,0,0,0,0,0,0,0,0,0.0692552,0,0,0,0,0.0202279,0,0,0,0,
0.06,0.07,4.029924662172438,4.096494482180137,0,0,0,0,0,0,0,0,0.0665698,0,0,0,0,0.0260967,0,0,0,0,
0.07,0.08,3.928378594473691,4.05971835950382,0,0,0,0,0,0,0,0,0.13134,0,0,0,0,0.0330255,0,0,0,0,
0.08,0.09,3.771301703000432,3.965897369230758,0,0,0,0,0,0,0,0,0.194596,0,0,0,0,0.0411854,0,0,0,0,
0.09,0.1,3.562332092851991,3.81786318170457,0,0,0,0,0,0,0,0,0.255531,0,0,0,0,0.0507711,0,0,0,0,
